Block,Row,Col,X,Y,Label,X_start,X_stop,Y_start,Y_stop
B8,5,2,132.91,144.0,LG3216,129.49125,136.32874999999999,140.0,148.0
B8,5,3,139.74,144.0,LD11-2170,136.32125000000002,143.15875,140.0,148.0
B8,5,4,146.58,144.0,LG3216,143.16125000000002,149.99875,140.0,148.0
B8,6,0,119.23,154.0,LD22-4283,115.81125,122.64875,150.0,158.0
B8,6,1,126.07,154.0,LG3216,122.65124999999999,129.48874999999998,150.0,158.0
B8,6,2,132.91,154.0,LD21-7234,129.49125,136.32874999999999,150.0,158.0
B8,6,3,139.74,154.0,LG3216,136.32125000000002,143.15875,150.0,158.0
B8,6,4,146.58,154.0,LD19-10244,143.16125000000002,149.99875,150.0,158.0
B8,7,0,119.23,164.0,LG3216,115.81125,122.64875,160.0,168.0
B8,7,1,126.07,164.0,LD07-3395bf,122.65124999999999,129.48874999999998,160.0,168.0
B8,7,2,132.91,164.0,LG3216,129.49125,136.32874999999999,160.0,168.0
B8,7,3,139.74,164.0,LD00-2817P,136.32125000000002,143.15875,160.0,168.0
B8,7,4,146.58,164.0,LG3216,143.16125000000002,149.99875,160.0,168.0
B9,0,0,12.92,174.0,LD20-11748,9.501249999999999,16.33875,170.0,178.0
B9,0,1,19.76,174.0,LG3216,16.341250000000002,23.17875,170.0,178.0
B9,0,2,26.59,174.0,LD20-4542,23.17125,30.00875,170.0,178.0
B9,0,3,33.43,174.0,LG3216,30.01125,36.84875,170.0,178.0
B9,0,4,40.27,174.0,LD21-3090,36.85125,43.688750000000006,170.0,178.0
B9,1,0,12.92,184.0,LG3216,9.501249999999999,16.33875,180.0,188.0
B9,1,1,19.76,184.0,LD20-5413,16.341250000000002,23.17875,180.0,188.0
B9,1,2,26.59,184.0,LG3216,23.17125,30.00875,180.0,188.0
B9,1,3,33.43,184.0,LD21-5944,30.01125,36.84875,180.0,188.0
B9,1,4,40.27,184.0,LG3216,36.85125,43.688750000000006,180.0,188.0
B9,2,0,12.92,194.0,LD21-5991,9.501249999999999,16.33875,190.0,198.0
B9,2,1,19.76,194.0,LG3216,16.341250000000002,23.17875,190.0,198.0
B9,2,2,26.59,194.0,LD00-2817P,23.17125,30.00875,190.0,198.0
B9,2,3,33.43,194.0,LG3216,30.01125,36.84875,190.0,198.0
B9,2,4,40.27,194.0,LD22-4283,36.85125,43.688750000000006,190.0,198.0
B9,3,0,12.92,204.0,LG3216,9.501249999999999,16.33875,200.0,208.0
B9,3,1,19.76,204.0,LD17-10473F,16.341250000000002,23.17875,200.0,208.0
B9,3,2,26.59,204.0,LG3216,23.17125,30.00875,200.0,208.0
B9,3,3,33.43,204.0,LD19-10076,30.01125,36.84875,200.0,208.0
B9,3,4,40.27,204.0,LG3216,36.85125,43.688750000000006,200.0,208.0
B9,4,0,12.92,214.0,LD11-2170,9.501249999999999,16.33875,210.0,218.0
B9,4,1,19.76,214.0,LG3216,16.341250000000002,23.17875,210.0,218.0
B9,4,2,26.59,214.0,LD21-7234,23.17125,30.00875,210.0,218.0
B9,4,3,33.43,214.0,LG3216,30.01125,36.84875,210.0,218.0
B9,4,4,40.27,214.0,LD21-5253,36.85125,43.688750000000006,210.0,218.0
B9,5,0,12.92,224.0,LG3216,9.501249999999999,16.33875,220.0,228.0
B9,5,1,19.76,224.0,LD07-3395bf,16.341250000000002,23.17875,220.0,228.0
B9,5,2,26.59,224.0,LG3216,23.17125,30.00875,220.0,228.0
B9,5,3,33.43,224.0,LD20-5738,30.01125,36.84875,220.0,228.0
B9,5,4,40.27,224.0,LG3216,36.85125,43.688750000000006,220.0,228.0
B9,6,0,12.92,234.0,LD20-4471,9.501249999999999,16.33875,230.0,238.0
B9,6,1,19.76,234.0,LG3216,16.341250000000002,23.17875,230.0,238.0
B9,6,2,26.59,234.0,LD19-10244,23.17125,30.00875,230.0,238.0
B9,6,3,33.43,234.0,LG3216,30.01125,36.84875,230.0,238.0
B9,6,4,40.27,234.0,LD17-10473L,36.85125,43.688750000000006,230.0,238.0
B9,7,0,12.92,244.0,LG3216,9.501249999999999,16.33875,240.0,248.0
B9,7,1,19.76,244.0,LD20-4988,16.341250000000002,23.17875,240.0,248.0
B9,7,2,26.59,244.0,LG3216,23.17125,30.00875,240.0,248.0
B9,7,3,33.43,244.0,LD21-5665,30.01125,36.84875,240.0,248.0
B9,7,4,40.27,244.0,LG3216,36.85125,43.688750000000006,240.0,248.0
B10,0,0,48.36,174.0,AG36XF4,44.94125,51.77875,170.0,178.0
B10,0,1,55.19,174.0,LD21-7234,51.771249999999995,58.60875,170.0,178.0
B10,0,2,62.03,174.0,AG38XF6,58.61125,65.44875,170.0,178.0
B10,0,3,68.87,174.0,LD21-5944,65.45125,72.28875000000001,170.0,178.0
B10,0,4,75.71,174.0,AG35XF5,72.29124999999999,79.12875,170.0,178.0
B10,1,0,48.36,184.0,LD21-3090,44.94125,51.77875,180.0,188.0
B10,1,1,55.19,184.0,AG34XF6,51.771249999999995,58.60875,180.0,188.0
B10,1,2,62.03,184.0,LD20-11748,58.61125,65.44875,180.0,188.0
B10,1,3,68.87,184.0,AG40XFF5,65.45125,72.28875000000001,180.0,188.0
B10,1,4,75.71,184.0,LD21-5665,72.29124999999999,79.12875,180.0,188.0
B10,2,0,48.36,194.0,AG38XF6,44.94125,51.77875,190.0,198.0
B10,2,1,55.19,194.0,LD07-3395bf,51.771249999999995,58.60875,190.0,198.0
B10,2,2,62.03,194.0,AG36XF4,58.61125,65.44875,190.0,198.0
B10,2,3,68.87,194.0,LD21-5253,65.45125,72.28875000000001,190.0,198.0
B10,2,4,75.71,194.0,AG34XF6,72.29124999999999,79.12875,190.0,198.0
B10,3,0,48.36,204.0,LD17-10473F,44.94125,51.77875,200.0,208.0
B10,3,1,55.19,204.0,AG40XFF5,51.771249999999995,58.60875,200.0,208.0
B10,3,2,62.03,204.0,LD21-5253,58.61125,65.44875,200.0,208.0
B10,3,3,68.87,204.0,AG35XF5,65.45125,72.28875000000001,200.0,208.0
B10,3,4,75.71,204.0,LD21-5944,72.29124999999999,79.12875,200.0,208.0
B10,4,0,48.36,214.0,AG38XF6,44.94125,51.77875,210.0,218.0
B10,4,1,55.19,214.0,LD21-3090,51.771249999999995,58.60875,210.0,218.0
B10,4,2,62.03,214.0,AG35XF5,58.61125,65.44875,210.0,218.0
B10,4,3,68.87,214.0,LD21-7234,65.45125,72.28875000000001,210.0,218.0
B10,4,4,75.71,214.0,AG34XF6,72.29124999999999,79.12875,210.0,218.0
B10,5,0,48.36,224.0,LD20-11748,44.94125,51.77875,220.0,228.0
B10,5,1,55.19,224.0,AG36XF4,51.771249999999995,58.60875,220.0,228.0
B10,5,2,62.03,224.0,LD17-10473F,58.61125,65.44875,220.0,228.0
B10,5,3,68.87,224.0,AG40XFF5,65.45125,72.28875000000001,220.0,228.0
B10,5,4,75.71,224.0,LD07-3395bf,72.29124999999999,79.12875,220.0,228.0
B10,6,0,48.36,234.0,AG35XF5,44.94125,51.77875,230.0,238.0
B10,6,1,55.19,234.0,LD21-5665,51.771249999999995,58.60875,230.0,238.0
B10,6,2,62.03,234.0,AG34XF6,58.61125,65.44875,230.0,238.0
B10,6,3,68.87,234.0,LD21-5944,65.45125,72.28875000000001,230.0,238.0
B10,6,4,75.71,234.0,AG38XF6,72.29124999999999,79.12875,230.0,238.0
B10,7,0,48.36,244.0,LD21-5665,44.94125,51.77875,240.0,248.0
B10,7,1,55.19,244.0,AG36XF4,51.771249999999995,58.60875,240.0,248.0
B10,7,2,62.03,244.0,LD21-7234,58.61125,65.44875,240.0,248.0
B10,7,3,68.87,244.0,AG40XFF5,65.45125,72.28875000000001,240.0,248.0
B10,7,4,75.71,244.0,LD20-11748,72.29124999999999,79.12875,240.0,248.0
B11,0,0,83.79,174.0,AG35XF5,80.37125,87.20875000000001,170.0,178.0
B11,0,1,90.63,174.0,LG3216,87.21124999999999,94.04875,170.0,178.0
B11,0,2,97.47,174.0,AG34XF6,94.05125,100.88875,170.0,178.0
B11,0,3,104.31,174.0,LG3216,100.89125,107.72875,170.0,178.0
B11,0,4,111.14,174.0,AG36XF4,107.72125,114.55875,170.0,178.0
B11,1,0,83.79,184.0,LG3216,80.37125,87.20875000000001,180.0,188.0
B11,1,1,90.63,184.0,AG40XFF5,87.21124999999999,94.04875,180.0,188.0
B11,1,2,97.47,184.0,LG3216,94.05125,100.88875,180.0,188.0
B11,1,3,104.31,184.0,AG29XF5,100.89125,107.72875,180.0,188.0
B11,1,4,111.14,184.0,LG3216,107.72125,114.55875,180.0,188.0
B11,2,0,83.79,194.0,AG38XF6,80.37125,87.20875000000001,190.0,198.0
B11,2,1,90.63,194.0,LG3216,87.21124999999999,94.04875,190.0,198.0
B11,2,2,97.47,194.0,AG29XF4,94.05125,100.88875,190.0,198.0
B11,2,3,104.31,194.0,LG3216,100.89125,107.72875,190.0,198.0
B11,2,4,111.14,194.0,AG38XF6,107.72125,114.55875,190.0,198.0
B11,3,0,83.79,204.0,LG3216,80.37125,87.20875000000001,200.0,208.0
B11,3,1,90.63,204.0,AG29XF4,87.21124999999999,94.04875,200.0,208.0
B11,3,2,97.47,204.0,LG3216,94.05125,100.88875,200.0,208.0
B11,3,3,104.31,204.0,AG40XFF5,100.89125,107.72875,200.0,208.0
B11,3,4,111.14,204.0,LG3216,107.72125,114.55875,200.0,208.0
B11,4,0,83.79,214.0,AG34XF6,80.37125,87.20875000000001,210.0,218.0
B11,4,1,90.63,214.0,LG3216,87.21124999999999,94.04875,210.0,218.0
B11,4,2,97.47,214.0,AG35XF5,94.05125,100.88875,210.0,218.0
B11,4,3,104.31,214.0,LG3216,100.89125,107.72875,210.0,218.0
B11,4,4,111.14,214.0,AG29XF5,107.72125,114.55875,210.0,218.0
B11,5,0,83.79,224.0,LG3216,80.37125,87.20875000000001,220.0,228.0
B11,5,1,90.63,224.0,AG36XF4,87.21124999999999,94.04875,220.0,228.0
B11,5,2,97.47,224.0,LG3216,94.05125,100.88875,220.0,228.0
B11,5,3,104.31,224.0,AG29XF5,100.89125,107.72875,220.0,228.0
B11,5,4,111.14,224.0,LG3216,107.72125,114.55875,220.0,228.0
B11,6,0,83.79,234.0,AG29XF4,80.37125,87.20875000000001,230.0,238.0
B11,6,1,90.63,234.0,LG3216,87.21124999999999,94.04875,230.0,238.0
B11,6,2,97.47,234.0,AG36XF4,94.05125,100.88875,230.0,238.0
B11,6,3,104.31,234.0,LG3216,100.89125,107.72875,230.0,238.0
B11,6,4,111.14,234.0,AG40XFF5,107.72125,114.55875,230.0,238.0
B11,7,0,83.79,244.0,LG3216,80.37125,87.20875000000001,240.0,248.0
B11,7,1,90.63,244.0,AG34XF6,87.21124999999999,94.04875,240.0,248.0
B11,7,2,97.47,244.0,LG3216,94.05125,100.88875,240.0,248.0
B11,7,3,104.31,244.0,AG38XF6,100.89125,107.72875,240.0,248.0
B11,7,4,111.14,244.0,LG3216,107.72125,114.55875,240.0,248.0
B12,0,0,119.23,174.0,LD11-2170,115.81125,122.64875,170.0,178.0
B12,0,1,126.07,174.0,AG29XF5,122.65124999999999,129.48874999999998,170.0,178.0
B12,0,2,132.91,174.0,LD21-5253,129.49125,136.32874999999999,170.0,178.0
B12,0,3,139.74,174.0,AG29XF4,136.32125000000002,143.15875,170.0,178.0
B12,0,4,146.58,174.0,LD20-5413,143.16125000000002,149.99875,170.0,178.0
B12,1,0,119.23,184.0,AG29XF5,115.81125,122.64875,180.0,188.0
B12,1,1,126.07,184.0,LD21-7234,122.65124999999999,129.48874999999998,180.0,188.0
B12,1,2,132.91,184.0,AG29XF4,129.49125,136.32874999999999,180.0,188.0
B12,1,3,139.74,184.0,LD20-4988,136.32125000000002,143.15875,180.0,188.0
B12,1,4,146.58,184.0,AG29XF4,143.16125000000002,149.99875,180.0,188.0
B12,2,0,119.23,194.0,LD20-5738,115.81125,122.64875,190.0,198.0
B12,2,1,126.07,194.0,AG29XF5,122.65124999999999,129.48874999999998,190.0,198.0
B12,2,2,132.91,194.0,LD20-4542,129.49125,136.32874999999999,190.0,198.0
B12,2,3,139.74,194.0,AG29XF5,136.32125000000002,143.15875,190.0,198.0
B12,2,4,146.58,194.0,LD22-4283,143.16125000000002,149.99875,190.0,198.0
B12,3,0,119.23,204.0,AG29XF4,115.81125,122.64875,200.0,208.0
B12,3,1,126.07,204.0,LD20-4471,122.65124999999999,129.48874999999998,200.0,208.0
B12,3,2,132.91,204.0,AG29XF5,129.49125,136.32874999999999,200.0,208.0
B12,3,3,139.74,204.0,LD20-4542,136.32125000000002,143.15875,200.0,208.0
B12,3,4,146.58,204.0,AG29XF4,143.16125000000002,149.99875,200.0,208.0
B12,4,0,119.23,214.0,LD22-4283,115.81125,122.64875,210.0,218.0
B12,4,1,126.07,214.0,AG29XF5,122.65124999999999,129.48874999999998,210.0,218.0
B12,4,2,132.91,214.0,LD20-4988,129.49125,136.32874999999999,210.0,218.0
B12,4,3,139.74,214.0,AG29XF4,136.32125000000002,143.15875,210.0,218.0
B12,4,4,146.58,214.0,LD20-4471,143.16125000000002,149.99875,210.0,218.0
B12,5,0,119.23,224.0,AG29XF4,115.81125,122.64875,220.0,228.0
B12,5,1,126.07,224.0,LD20-5413,122.65124999999999,129.48874999999998,220.0,228.0
B12,5,2,132.91,224.0,AG29XF5,129.49125,136.32874999999999,220.0,228.0
B12,5,3,139.74,224.0,LD21-7234,136.32125000000002,143.15875,220.0,228.0
B12,5,4,146.58,224.0,AG29XF4,143.16125000000002,149.99875,220.0,228.0
B12,6,0,119.23,234.0,LD20-5738,115.81125,122.64875,230.0,238.0
B12,6,1,126.07,234.0,AG29XF5,122.65124999999999,129.48874999999998,230.0,238.0
B12,6,2,132.91,234.0,LD21-5253,129.49125,136.32874999999999,230.0,238.0
B12,6,3,139.74,234.0,AG29XF5,136.32125000000002,143.15875,230.0,238.0
B12,6,4,146.58,234.0,LD11-2170,143.16125000000002,149.99875,230.0,238.0
B12,7,0,119.23,244.0,AG29XF4,115.81125,122.64875,240.0,248.0
B12,7,1,126.07,244.0,LD20-4542,122.65124999999999,129.48874999999998,240.0,248.0
B12,7,2,132.91,244.0,AG29XF4,129.49125,136.32874999999999,240.0,248.0
B12,7,3,139.74,244.0,LD20-4471,136.32125000000002,143.15875,240.0,248.0
B12,7,4,146.58,244.0,AG29XF5,143.16125000000002,149.99875,240.0,248.0
